WEEK,GEAR,SPECIES,WEIGHT,START,DFOWEEKNUM,YEAR,MONTH
053 MAY 17 - MAY 23,Troll,Pink,3,5/17/2009,53,2009,5
053 MAY 16 - MAY 22,Gillnet,Chinook,6996,5/16/2010,53,2010,5
053 MAY 16 - MAY 22,Troll,Chinook,53415,5/16/2010,53,2010,5
053 MAY 16 - MAY 22,Troll,Chum,15,5/16/2010,53,2010,5
053 MAY 16 - MAY 22,Troll,Coho,34,5/16/2010,53,2010,5
053 MAY 15 - MAY 21,Gillnet,Chinook,8633,5/15/2011,53,2011,5
053 MAY 15 - MAY 21,Troll,Chinook,79404,5/15/2011,53,2011,5
053 MAY 15 - MAY 21,Gillnet,Chum,45,5/15/2011,53,2011,5
053 MAY 15 - MAY 21,Troll,Chum,33,5/15/2011,53,2011,5
053 MAY 15 - MAY 21,Gillnet,Sockeye,112,5/15/2011,53,2011,5
053 MAY 20 - MAY 26,Gillnet,Chinook,3810,5/20/2012,53,2012,5
053 MAY 20 - MAY 26,Gillnet,Sockeye,3,5/20/2012,53,2012,5
054 MAY 26 - JUN 01,Gillnet,Chinook,205,5/26/1996,54,1996,5
054 MAY 26 - JUN 01,Gillnet,Steelhead,2,5/26/1996,54,1996,5
054 MAY 24 - MAY 30,Gillnet,Chinook,162,5/24/1998,54,1998,5
054 MAY 24 - MAY 30,Troll,Chinook,3759,5/24/1998,54,1998,5
054 MAY 24 - MAY 30,Gillnet,Sockeye,215,5/24/1998,54,1998,5
054 MAY 23 - MAY 29,Gillnet,Chinook,1146,5/23/1999,54,1999,5
054 MAY 21 - MAY 27,Gillnet,Chinook,2220,5/21/2000,54,2000,5
054 MAY 27 - JUN 02,Gillnet,Chinook,138,5/27/2001,54,2001,5
054 MAY 27 - JUN 02,Troll,Chinook,35202,5/27/2001,54,2001,5
054 MAY 27 - JUN 02,Gillnet,Pink,35,5/27/2001,54,2001,5
054 MAY 27 - JUN 02,Gillnet,Sockeye,468,5/27/2001,54,2001,5
054 MAY 26 - JUN 01,Troll,Chinook,246829,5/26/2002,54,2002,5
054 MAY 25 - MAY 31,Gillnet,Chinook,2975,5/25/2003,54,2003,5
054 MAY 25 - MAY 31,Troll,Chinook,44379,5/25/2003,54,2003,5
054 MAY 25 - MAY 31,Troll,Chum,482,5/25/2003,54,2003,5
054 MAY 25 - MAY 31,Troll,Pink,2,5/25/2003,54,2003,5
054 MAY 23 - MAY 29,Troll,Chinook,4111,5/23/2004,54,2004,5
054 MAY 28 - JUN 03,Gillnet,Chinook,21031,5/28/2006,54,2006,5
054 MAY 27 - JUN 02,Gillnet,Chinook,10376,5/27/2007,54,2007,5
054 MAY 27 - JUN 02,Troll,Chinook,50875,5/27/2007,54,2007,5
054 MAY 27 - JUN 02,Troll,Chum,155,5/27/2007,54,2007,5
054 MAY 27 - JUN 02,Troll,Pink,264,5/27/2007,54,2007,5
054 MAY 27 - JUN 02,Gillnet,Sockeye,224,5/27/2007,54,2007,5
054 MAY 25 - MAY 31,Gillnet,Chinook,5836,5/25/2008,54,2008,5
054 MAY 25 - MAY 31,Troll,Chinook,22629,5/25/2008,54,2008,5
054 MAY 24 - MAY 30,Gillnet,Chinook,4881,5/24/2009,54,2009,5
054 MAY 24 - MAY 30,Troll,Chinook,2702,5/24/2009,54,2009,5
054 MAY 23 - MAY 29,Gillnet,Chinook,7566,5/23/2010,54,2010,5
054 MAY 23 - MAY 29,Troll,Chinook,17924,5/23/2010,54,2010,5
054 MAY 22 - MAY 28,Gillnet,Chinook,2645,5/22/2011,54,2011,5
054 MAY 22 - MAY 28,Gillnet,Chum,54,5/22/2011,54,2011,5
054 MAY 22 - MAY 28,Gillnet,Sockeye,361,5/22/2011,54,2011,5
054 MAY 27 - JUN 02,Gillnet,Chinook,4430,5/27/2012,54,2012,5
054 MAY 27 - JUN 02,Gillnet,Sockeye,8,5/27/2012,54,2012,5
061 JUN 02 - JUN 08,Gillnet,Chinook,2947,6/2/1996,61,1996,6
061 JUN 02 - JUN 08,Gillnet,Chum,10,6/2/1996,61,1996,6
061 JUN 02 - JUN 08,Gillnet,Coho,12,6/2/1996,61,1996,6
061 JUN 02 - JUN 08,Gillnet,Sockeye,41,6/2/1996,61,1996,6
061 JUN 01 - JUN 07,Gillnet,Chinook,2087,6/1/1997,61,1997,6
061 JUN 01 - JUN 07,Gillnet,Steelhead,9,6/1/1997,61,1997,6
061 MAY 31 - JUN 06,Gillnet,Chinook,3969,5/31/1998,61,1998,5
061 MAY 31 - JUN 06,Troll,Chinook,315,5/31/1998,61,1998,5
061 MAY 31 - JUN 06,Gillnet,Chum,7,5/31/1998,61,1998,5
061 MAY 31 - JUN 06,Gillnet,Sockeye,3016,5/31/1998,61,1998,5
061 MAY 31 - JUN 06,Gillnet,Steelhead,7,5/31/1998,61,1998,5
061 MAY 30 - JUN 05,Gillnet,Chinook,2209,5/30/1999,61,1999,5
061 MAY 28 - JUN 03,Gillnet,Chinook,2477,5/28/2000,61,2000,5
061 MAY 28 - JUN 03,Gillnet,Chum,3622,5/28/2000,61,2000,5
061 MAY 28 - JUN 03,Gillnet,Pink,1035,5/28/2000,61,2000,5
061 MAY 28 - JUN 03,Gillnet,Sockeye,5,5/28/2000,61,2000,5
061 JUN 03 - JUN 09,Gillnet,Chinook,2879,6/3/2001,61,2001,6
061 JUN 03 - JUN 09,Troll,Chinook,1669,6/3/2001,61,2001,6
061 JUN 03 - JUN 09,Gillnet,Chum,16,6/3/2001,61,2001,6
061 JUN 03 - JUN 09,Gillnet,Sockeye,356,6/3/2001,61,2001,6
061 JUN 02 - JUN 08,Gillnet,Chinook,1489,6/2/2002,61,2002,6
061 JUN 02 - JUN 08,Troll,Chinook,137682,6/2/2002,61,2002,6
061 JUN 02 - JUN 08,Gillnet,Chum,58,6/2/2002,61,2002,6
061 JUN 02 - JUN 08,Troll,Chum,14,6/2/2002,61,2002,6
061 JUN 02 - JUN 08,Troll,Pink,20,6/2/2002,61,2002,6
061 JUN 01 - JUN 07,Gillnet,Chinook,6973,6/1/2003,61,2003,6
061 JUN 01 - JUN 07,Troll,Chinook,116131,6/1/2003,61,2003,6
061 JUN 01 - JUN 07,Troll,Chum,720,6/1/2003,61,2003,6
061 JUN 01 - JUN 07,Gillnet,Coho,11,6/1/2003,61,2003,6
061 JUN 01 - JUN 07,Troll,Pink,6,6/1/2003,61,2003,6
061 JUN 01 - JUN 07,Gillnet,Sockeye,528,6/1/2003,61,2003,6
061 MAY 30 - JUN 05,Gillnet,Chinook,773,5/30/2004,61,2004,5
061 MAY 30 - JUN 05,Troll,Chinook,1754,5/30/2004,61,2004,5
061 MAY 30 - JUN 05,Gillnet,Chum,71,5/30/2004,61,2004,5
061 MAY 30 - JUN 05,Gillnet,Sockeye,328,5/30/2004,61,2004,5
061 MAY 29 - JUN 04,Gillnet,Chinook,831,5/29/2005,61,2005,5
061 MAY 29 - JUN 04,Troll,Chinook,1259,5/29/2005,61,2005,5
061 JUN 04 - JUN 10,Gillnet,Chinook,28114,6/4/2006,61,2006,6
061 JUN 04 - JUN 10,Troll,Chinook,6849,6/4/2006,61,2006,6
061 JUN 04 - JUN 10,Gillnet,Chum,117,6/4/2006,61,2006,6
061 JUN 04 - JUN 10,Gillnet,Coho,13,6/4/2006,61,2006,6
061 JUN 04 - JUN 10,Troll,Pink,9,6/4/2006,61,2006,6
061 JUN 04 - JUN 10,Gillnet,Sockeye,165,6/4/2006,61,2006,6
061 JUN 03 - JUN 09,Gillnet,Chinook,5478,6/3/2007,61,2007,6
061 JUN 03 - JUN 09,Troll,Chinook,52208,6/3/2007,61,2007,6
061 JUN 03 - JUN 09,Troll,Chum,697,6/3/2007,61,2007,6
061 JUN 03 - JUN 09,Troll,Coho,1,6/3/2007,61,2007,6
061 JUN 03 - JUN 09,Troll,Pink,558,6/3/2007,61,2007,6
061 JUN 03 - JUN 09,Gillnet,Sockeye,3,6/3/2007,61,2007,6
061 JUN 01 - JUN 07,Gillnet,Chinook,15229,6/1/2008,61,2008,6
061 JUN 01 - JUN 07,Troll,Chinook,29212,6/1/2008,61,2008,6
061 JUN 01 - JUN 07,Gillnet,Chum,3,6/1/2008,61,2008,6
061 JUN 01 - JUN 07,Troll,Chum,5,6/1/2008,61,2008,6
061 JUN 01 - JUN 07,Gillnet,Pink,24,6/1/2008,61,2008,6
061 JUN 01 - JUN 07,Gillnet,Sockeye,630,6/1/2008,61,2008,6
061 MAY 31 - JUN 06,Gillnet,Chinook,13373,5/31/2009,61,2009,5
061 MAY 31 - JUN 06,Troll,Chinook,32192,5/31/2009,61,2009,5
061 MAY 31 - JUN 06,Troll,Chum,161,5/31/2009,61,2009,5
061 MAY 31 - JUN 06,Troll,Pink,2,5/31/2009,61,2009,5
061 MAY 31 - JUN 06,Gillnet,Sockeye,3,5/31/2009,61,2009,5
061 MAY 30 - JUN 05,Gillnet,Chinook,11268,5/30/2010,61,2010,5
061 MAY 30 - JUN 05,Troll,Chinook,31105,5/30/2010,61,2010,5
061 MAY 29 - JUN 04,Gillnet,Chinook,3983,5/29/2011,61,2011,5
061 MAY 29 - JUN 04,Troll,Chinook,41,5/29/2011,61,2011,5
061 MAY 29 - JUN 04,Gillnet,Chum,9,5/29/2011,61,2011,5
061 MAY 29 - JUN 04,Gillnet,Sockeye,2,5/29/2011,61,2011,5
061 JUN 03 - JUN 09,Gillnet,Chinook,6526,6/3/2012,61,2012,6
061 JUN 03 - JUN 09,Gillnet,Chum,14,6/3/2012,61,2012,6
061 JUN 03 - JUN 09,Gillnet,Sockeye,137,6/3/2012,61,2012,6
062 JUN 09 - JUN 15,Gillnet,Chinook,25569,6/9/1996,62,1996,6
062 JUN 09 - JUN 15,Gillnet,Chum,2548,6/9/1996,62,1996,6
062 JUN 09 - JUN 15,Gillnet,Coho,558,6/9/1996,62,1996,6
062 JUN 09 - JUN 15,Gillnet,Pink,20,6/9/1996,62,1996,6
062 JUN 09 - JUN 15,Gillnet,Sockeye,8156,6/9/1996,62,1996,6
062 JUN 08 - JUN 14,Gillnet,Chinook,1353,6/8/1997,62,1997,6
062 JUN 08 - JUN 14,Gillnet,Chum,121,6/8/1997,62,1997,6
062 JUN 08 - JUN 14,Gillnet,Coho,5,6/8/1997,62,1997,6
062 JUN 08 - JUN 14,Gillnet,Sockeye,2897,6/8/1997,62,1997,6
062 JUN 07 - JUN 13,Gillnet,Chinook,7738,6/7/1998,62,1998,6
062 JUN 07 - JUN 13,Gillnet,Chum,93,6/7/1998,62,1998,6
062 JUN 07 - JUN 13,Gillnet,Pink,116,6/7/1998,62,1998,6
062 JUN 07 - JUN 13,Gillnet,Sockeye,1374,6/7/1998,62,1998,6
062 JUN 06 - JUN 12,Gillnet,Chinook,13409,6/6/1999,62,1999,6
062 JUN 06 - JUN 12,Gillnet,Sockeye,221,6/6/1999,62,1999,6
062 JUN 04 - JUN 10,Gillnet,Chinook,2038,6/4/2000,62,2000,6
062 JUN 04 - JUN 10,Gillnet,Sockeye,134,6/4/2000,62,2000,6
062 JUN 10 - JUN 16,Gillnet,Chinook,11428,6/10/2001,62,2001,6
062 JUN 10 - JUN 16,Troll,Chinook,4838,6/10/2001,62,2001,6
062 JUN 10 - JUN 16,Gillnet,Chum,2918,6/10/2001,62,2001,6
062 JUN 10 - JUN 16,Gillnet,Pink,2,6/10/2001,62,2001,6
062 JUN 10 - JUN 16,Gillnet,Sockeye,14044,6/10/2001,62,2001,6
062 JUN 09 - JUN 15,Gillnet,Chinook,11405,6/9/2002,62,2002,6
062 JUN 09 - JUN 15,Troll,Chinook,179213,6/9/2002,62,2002,6
062 JUN 09 - JUN 15,Gillnet,Chum,2307,6/9/2002,62,2002,6
062 JUN 09 - JUN 15,Troll,Chum,33,6/9/2002,62,2002,6
062 JUN 09 - JUN 15,Troll,Pink,68,6/9/2002,62,2002,6
062 JUN 09 - JUN 15,Gillnet,Sockeye,137785,6/9/2002,62,2002,6
062 JUN 09 - JUN 15,Troll,Sockeye,8928,6/9/2002,62,2002,6
062 JUN 08 - JUN 14,Gillnet,Chinook,14930,6/8/2003,62,2003,6
062 JUN 08 - JUN 14,Troll,Chinook,1609,6/8/2003,62,2003,6
062 JUN 08 - JUN 14,Gillnet,Chum,4491,6/8/2003,62,2003,6
062 JUN 08 - JUN 14,Troll,Chum,16,6/8/2003,62,2003,6
062 JUN 08 - JUN 14,Gillnet,Pink,641,6/8/2003,62,2003,6
062 JUN 08 - JUN 14,Gillnet,Sockeye,89440,6/8/2003,62,2003,6
062 JUN 06 - JUN 12,Gillnet,Chinook,20773,6/6/2004,62,2004,6
062 JUN 06 - JUN 12,Gillnet,Chum,1745,6/6/2004,62,2004,6
062 JUN 06 - JUN 12,Gillnet,Pink,45,6/6/2004,62,2004,6
062 JUN 06 - JUN 12,Gillnet,Sockeye,20716,6/6/2004,62,2004,6
062 JUN 05 - JUN 11,Gillnet,Chinook,11945,6/5/2005,62,2005,6
062 JUN 05 - JUN 11,Troll,Chinook,77716,6/5/2005,62,2005,6
062 JUN 05 - JUN 11,Gillnet,Chum,109,6/5/2005,62,2005,6
062 JUN 05 - JUN 11,Gillnet,Pink,94,6/5/2005,62,2005,6
062 JUN 05 - JUN 11,Troll,Pink,72,6/5/2005,62,2005,6
062 JUN 05 - JUN 11,Gillnet,Sockeye,2994,6/5/2005,62,2005,6
062 JUN 11 - JUN 17,Gillnet,Chinook,21349,6/11/2006,62,2006,6
062 JUN 11 - JUN 17,Troll,Chinook,32519,6/11/2006,62,2006,6
062 JUN 11 - JUN 17,Gillnet,Chum,614,6/11/2006,62,2006,6
062 JUN 11 - JUN 17,Gillnet,Pink,939,6/11/2006,62,2006,6
062 JUN 11 - JUN 17,Troll,Pink,31,6/11/2006,62,2006,6
062 JUN 11 - JUN 17,Gillnet,Sockeye,11310,6/11/2006,62,2006,6
062 JUN 10 - JUN 16,Gillnet,Chinook,15355,6/10/2007,62,2007,6
062 JUN 10 - JUN 16,Troll,Chinook,26070,6/10/2007,62,2007,6
062 JUN 10 - JUN 16,Gillnet,Chum,249,6/10/2007,62,2007,6
062 JUN 10 - JUN 16,Troll,Chum,136,6/10/2007,62,2007,6
062 JUN 10 - JUN 16,Gillnet,Coho,20,6/10/2007,62,2007,6
062 JUN 10 - JUN 16,Troll,Pink,18,6/10/2007,62,2007,6
062 JUN 10 - JUN 16,Gillnet,Sockeye,8073,6/10/2007,62,2007,6
062 JUN 08 - JUN 14,Gillnet,Chinook,18383,6/8/2008,62,2008,6
062 JUN 08 - JUN 14,Troll,Chinook,28428,6/8/2008,62,2008,6
062 JUN 08 - JUN 14,Gillnet,Chum,37,6/8/2008,62,2008,6
062 JUN 08 - JUN 14,Troll,Chum,45,6/8/2008,62,2008,6
062 JUN 08 - JUN 14,Gillnet,Coho,5,6/8/2008,62,2008,6
062 JUN 08 - JUN 14,Gillnet,Sockeye,128,6/8/2008,62,2008,6
062 JUN 07 - JUN 13,Gillnet,Chinook,15033,6/7/2009,62,2009,6
062 JUN 07 - JUN 13,Troll,Chinook,32328,6/7/2009,62,2009,6
062 JUN 07 - JUN 13,Gillnet,Chum,30,6/7/2009,62,2009,6
062 JUN 07 - JUN 13,Troll,Chum,268,6/7/2009,62,2009,6
062 JUN 07 - JUN 13,Troll,Pink,14,6/7/2009,62,2009,6
062 JUN 07 - JUN 13,Gillnet,Sockeye,124,6/7/2009,62,2009,6
062 JUN 06 - JUN 12,Gillnet,Chinook,13189,6/6/2010,62,2010,6
062 JUN 06 - JUN 12,Troll,Chinook,67117,6/6/2010,62,2010,6
062 JUN 06 - JUN 12,Troll,Chum,18,6/6/2010,62,2010,6
062 JUN 06 - JUN 12,Gillnet,Sockeye,44,6/6/2010,62,2010,6
062 JUN 05 - JUN 11,Gillnet,Chinook,6434,6/5/2011,62,2011,6
062 JUN 05 - JUN 11,Troll,Chinook,153447,6/5/2011,62,2011,6
062 JUN 05 - JUN 11,Troll,Chum,122,6/5/2011,62,2011,6
062 JUN 05 - JUN 11,Troll,Coho,2,6/5/2011,62,2011,6
062 JUN 05 - JUN 11,Troll,Pink,32,6/5/2011,62,2011,6
062 JUN 05 - JUN 11,Gillnet,Sockeye,19,6/5/2011,62,2011,6
062 JUN 10 - JUN 16,Gillnet,Chinook,10544,6/10/2012,62,2012,6
062 JUN 10 - JUN 16,Gillnet,Chum,63,6/10/2012,62,2012,6
062 JUN 10 - JUN 16,Gillnet,Sockeye,21666,6/10/2012,62,2012,6
063 JUN 16 - JUN 22,Gillnet,Chinook,53252,6/16/1996,63,1996,6
063 JUN 16 - JUN 22,Gillnet,Chum,10550,6/16/1996,63,1996,6
063 JUN 16 - JUN 22,Gillnet,Coho,1022,6/16/1996,63,1996,6
063 JUN 16 - JUN 22,Gillnet,Pink,71,6/16/1996,63,1996,6
063 JUN 16 - JUN 22,Gillnet,Sockeye,40306,6/16/1996,63,1996,6
063 JUN 16 - JUN 22,Gillnet,Steelhead,3,6/16/1996,63,1996,6
063 JUN 15 - JUN 21,Gillnet,Chinook,32840,6/15/1997,63,1997,6
063 JUN 15 - JUN 21,Gillnet,Chum,1185,6/15/1997,63,1997,6
063 JUN 15 - JUN 21,Gillnet,Coho,63,6/15/1997,63,1997,6
063 JUN 15 - JUN 21,Gillnet,Pink,29,6/15/1997,63,1997,6
063 JUN 15 - JUN 21,Gillnet,Sockeye,17145,6/15/1997,63,1997,6
063 JUN 15 - JUN 21,Gillnet,Steelhead,20,6/15/1997,63,1997,6
063 JUN 14 - JUN 20,Gillnet,Chinook,18860,6/14/1998,63,1998,6
063 JUN 14 - JUN 20,Gillnet,Chum,3572,6/14/1998,63,1998,6
063 JUN 14 - JUN 20,Gillnet,Pink,109,6/14/1998,63,1998,6
063 JUN 14 - JUN 20,Gillnet,Sockeye,16110,6/14/1998,63,1998,6
063 JUN 14 - JUN 20,Gillnet,Steelhead,3,6/14/1998,63,1998,6
063 JUN 13 - JUN 19,Gillnet,Chinook,5668,6/13/1999,63,1999,6
063 JUN 13 - JUN 19,Gillnet,Chum,915,6/13/1999,63,1999,6
063 JUN 13 - JUN 19,Gillnet,Sockeye,16304,6/13/1999,63,1999,6
063 JUN 11 - JUN 17,Gillnet,Chinook,17660,6/11/2000,63,2000,6
063 JUN 11 - JUN 17,Gillnet,Chum,394,6/11/2000,63,2000,6
063 JUN 11 - JUN 17,Gillnet,Pink,6,6/11/2000,63,2000,6
063 JUN 11 - JUN 17,Gillnet,Sockeye,8929,6/11/2000,63,2000,6
063 JUN 17 - JUN 23,Gillnet,Chinook,55343,6/17/2001,63,2001,6
063 JUN 17 - JUN 23,Troll,Chinook,79,6/17/2001,63,2001,6
063 JUN 17 - JUN 23,Gillnet,Chum,6300,6/17/2001,63,2001,6
063 JUN 17 - JUN 23,Gillnet,Pink,15,6/17/2001,63,2001,6
063 JUN 17 - JUN 23,Gillnet,Sockeye,73047,6/17/2001,63,2001,6
063 JUN 17 - JUN 23,Seine,Sockeye,4750,6/17/2001,63,2001,6
063 JUN 17 - JUN 23,Troll,Sockeye,17395,6/17/2001,63,2001,6
063 JUN 16 - JUN 22,Gillnet,Chinook,40570,6/16/2002,63,2002,6
063 JUN 16 - JUN 22,Troll,Chinook,61345,6/16/2002,63,2002,6
063 JUN 16 - JUN 22,Gillnet,Chum,6653,6/16/2002,63,2002,6
063 JUN 16 - JUN 22,Troll,Chum,133,6/16/2002,63,2002,6
063 JUN 16 - JUN 22,Gillnet,Pink,8,6/16/2002,63,2002,6
063 JUN 16 - JUN 22,Troll,Pink,75,6/16/2002,63,2002,6
063 JUN 16 - JUN 22,Gillnet,Sockeye,168395,6/16/2002,63,2002,6
063 JUN 16 - JUN 22,Seine,Sockeye,9001,6/16/2002,63,2002,6
063 JUN 16 - JUN 22,Troll,Sockeye,9579,6/16/2002,63,2002,6
063 JUN 15 - JUN 21,Gillnet,Chinook,53193,6/15/2003,63,2003,6
063 JUN 15 - JUN 21,Troll,Chinook,10117,6/15/2003,63,2003,6
063 JUN 15 - JUN 21,Gillnet,Chum,6243,6/15/2003,63,2003,6
063 JUN 15 - JUN 21,Gillnet,Coho,15,6/15/2003,63,2003,6
063 JUN 15 - JUN 21,Gillnet,Pink,9,6/15/2003,63,2003,6
063 JUN 15 - JUN 21,Troll,Pink,41,6/15/2003,63,2003,6
063 JUN 15 - JUN 21,Gillnet,Sockeye,94835,6/15/2003,63,2003,6
063 JUN 15 - JUN 21,Seine,Sockeye,455,6/15/2003,63,2003,6
063 JUN 13 - JUN 19,Gillnet,Chinook,9788,6/13/2004,63,2004,6
063 JUN 13 - JUN 19,Troll,Chinook,39835,6/13/2004,63,2004,6
063 JUN 13 - JUN 19,Gillnet,Chum,3343,6/13/2004,63,2004,6
063 JUN 13 - JUN 19,Troll,Chum,13,6/13/2004,63,2004,6
063 JUN 13 - JUN 19,Troll,Coho,2,6/13/2004,63,2004,6
063 JUN 13 - JUN 19,Gillnet,Pink,94,6/13/2004,63,2004,6
063 JUN 13 - JUN 19,Troll,Pink,28,6/13/2004,63,2004,6
063 JUN 13 - JUN 19,Gillnet,Sockeye,48763,6/13/2004,63,2004,6
063 JUN 13 - JUN 19,Seine,Sockeye,10414,6/13/2004,63,2004,6
063 JUN 12 - JUN 18,Gillnet,Chinook,14541,6/12/2005,63,2005,6
063 JUN 12 - JUN 18,Troll,Chinook,88886,6/12/2005,63,2005,6
063 JUN 12 - JUN 18,Gillnet,Chum,253,6/12/2005,63,2005,6
063 JUN 12 - JUN 18,Gillnet,Pink,3,6/12/2005,63,2005,6
063 JUN 12 - JUN 18,Gillnet,Sockeye,11359,6/12/2005,63,2005,6
063 JUN 18 - JUN 24,Gillnet,Chinook,76440,6/18/2006,63,2006,6
063 JUN 18 - JUN 24,Troll,Chinook,141967,6/18/2006,63,2006,6
063 JUN 18 - JUN 24,Gillnet,Chum,2009,6/18/2006,63,2006,6
063 JUN 18 - JUN 24,Troll,Chum,166,6/18/2006,63,2006,6
063 JUN 18 - JUN 24,Gillnet,Pink,43,6/18/2006,63,2006,6
063 JUN 18 - JUN 24,Troll,Pink,255,6/18/2006,63,2006,6
063 JUN 18 - JUN 24,Gillnet,Sockeye,30338,6/18/2006,63,2006,6
063 JUN 18 - JUN 24,Gillnet,Steelhead,10,6/18/2006,63,2006,6
063 JUN 17 - JUN 23,Gillnet,Chinook,65272,6/17/2007,63,2007,6
063 JUN 17 - JUN 23,Troll,Chinook,109414,6/17/2007,63,2007,6
063 JUN 17 - JUN 23,Gillnet,Chum,1596,6/17/2007,63,2007,6
063 JUN 17 - JUN 23,Troll,Chum,1653,6/17/2007,63,2007,6
063 JUN 17 - JUN 23,Gillnet,Coho,1525,6/17/2007,63,2007,6
063 JUN 17 - JUN 23,Troll,Coho,285,6/17/2007,63,2007,6
063 JUN 17 - JUN 23,Gillnet,Pink,5,6/17/2007,63,2007,6
063 JUN 17 - JUN 23,Troll,Pink,1483,6/17/2007,63,2007,6
063 JUN 17 - JUN 23,Gillnet,Sockeye,51145,6/17/2007,63,2007,6
063 JUN 17 - JUN 23,Troll,Sockeye,9,6/17/2007,63,2007,6
063 JUN 15 - JUN 21,Gillnet,Chinook,14370,6/15/2008,63,2008,6
063 JUN 15 - JUN 21,Troll,Chinook,36996,6/15/2008,63,2008,6
063 JUN 15 - JUN 21,Troll,Chum,86,6/15/2008,63,2008,6
063 JUN 15 - JUN 21,Gillnet,Sockeye,5409,6/15/2008,63,2008,6
063 JUN 14 - JUN 20,Gillnet,Chinook,23534,6/14/2009,63,2009,6
063 JUN 14 - JUN 20,Troll,Chinook,18519,6/14/2009,63,2009,6
063 JUN 14 - JUN 20,Gillnet,Chum,756,6/14/2009,63,2009,6
063 JUN 14 - JUN 20,Troll,Chum,22,6/14/2009,63,2009,6
063 JUN 14 - JUN 20,Gillnet,Pink,28,6/14/2009,63,2009,6
063 JUN 14 - JUN 20,Troll,Pink,396,6/14/2009,63,2009,6
063 JUN 14 - JUN 20,Gillnet,Sockeye,21474,6/14/2009,63,2009,6
063 JUN 13 - JUN 19,Gillnet,Chinook,8335,6/13/2010,63,2010,6
063 JUN 13 - JUN 19,Troll,Chinook,10263,6/13/2010,63,2010,6
063 JUN 13 - JUN 19,Gillnet,Chum,151,6/13/2010,63,2010,6
063 JUN 13 - JUN 19,Gillnet,Pink,2,6/13/2010,63,2010,6
063 JUN 13 - JUN 19,Troll,Pink,10,6/13/2010,63,2010,6
063 JUN 13 - JUN 19,Gillnet,Sockeye,28244,6/13/2010,63,2010,6
063 JUN 12 - JUN 18,Gillnet,Chinook,7010,6/12/2011,63,2011,6
063 JUN 12 - JUN 18,Troll,Chinook,166413,6/12/2011,63,2011,6
063 JUN 12 - JUN 18,Gillnet,Chum,12,6/12/2011,63,2011,6
063 JUN 12 - JUN 18,Troll,Chum,3,6/12/2011,63,2011,6
063 JUN 12 - JUN 18,Troll,Pink,212,6/12/2011,63,2011,6
063 JUN 12 - JUN 18,Gillnet,Sockeye,33154,6/12/2011,63,2011,6
063 JUN 17 - JUN 23,Gillnet,Chinook,12802,6/17/2012,63,2012,6
063 JUN 17 - JUN 23,Troll,Chinook,2305,6/17/2012,63,2012,6
063 JUN 17 - JUN 23,Gillnet,Chum,326,6/17/2012,63,2012,6
063 JUN 17 - JUN 23,Troll,Pink,152,6/17/2012,63,2012,6
063 JUN 17 - JUN 23,Gillnet,Sockeye,102129,6/17/2012,63,2012,6
064 JUN 23 - JUN 29,Gillnet,Chinook,52311,6/23/1996,64,1996,6
064 JUN 23 - JUN 29,Gillnet,Chum,137077,6/23/1996,64,1996,6
064 JUN 23 - JUN 29,Gillnet,Coho,10594,6/23/1996,64,1996,6
064 JUN 23 - JUN 29,Gillnet,Pink,22038,6/23/1996,64,1996,6
064 JUN 23 - JUN 29,Gillnet,Sockeye,335956,6/23/1996,64,1996,6
064 JUN 23 - JUN 29,Gillnet,Steelhead,75,6/23/1996,64,1996,6
064 JUN 22 - JUN 28,Gillnet,Chinook,48496,6/22/1997,64,1997,6
064 JUN 22 - JUN 28,Troll,Chinook,245,6/22/1997,64,1997,6
064 JUN 22 - JUN 28,Gillnet,Chum,12394,6/22/1997,64,1997,6
064 JUN 22 - JUN 28,Gillnet,Coho,911,6/22/1997,64,1997,6
064 JUN 22 - JUN 28,Gillnet,Pink,626,6/22/1997,64,1997,6
064 JUN 22 - JUN 28,Troll,Pink,2,6/22/1997,64,1997,6
064 JUN 22 - JUN 28,Gillnet,Sockeye,150518,6/22/1997,64,1997,6
064 JUN 22 - JUN 28,Seine,Sockeye,3738,6/22/1997,64,1997,6
064 JUN 22 - JUN 28,Gillnet,Steelhead,33,6/22/1997,64,1997,6
064 JUN 21 - JUN 27,Gillnet,Chinook,23850,6/21/1998,64,1998,6
064 JUN 21 - JUN 27,Troll,Chinook,464,6/21/1998,64,1998,6
064 JUN 21 - JUN 27,Gillnet,Chum,45352,6/21/1998,64,1998,6
064 JUN 21 - JUN 27,Gillnet,Coho,17,6/21/1998,64,1998,6
064 JUN 21 - JUN 27,Gillnet,Pink,673,6/21/1998,64,1998,6
064 JUN 21 - JUN 27,Gillnet,Sockeye,90497,6/21/1998,64,1998,6
064 JUN 21 - JUN 27,Gillnet,Steelhead,28,6/21/1998,64,1998,6
064 JUN 20 - JUN 26,Gillnet,Chinook,42695,6/20/1999,64,1999,6
064 JUN 20 - JUN 26,Gillnet,Chum,3999,6/20/1999,64,1999,6
064 JUN 20 - JUN 26,Gillnet,Pink,33,6/20/1999,64,1999,6
064 JUN 20 - JUN 26,Gillnet,Sockeye,41912,6/20/1999,64,1999,6
064 JUN 20 - JUN 26,Gillnet,Steelhead,26,6/20/1999,64,1999,6
064 JUN 18 - JUN 24,Gillnet,Chinook,44518,6/18/2000,64,2000,6
