SPECIES_GROUP,SPECIES,GEAR,MONTH,VALUE,YEAR
SMELT,SMELT,SET NET,Jun-96,54,1996
SOLE,BRILL SOLE,BOTTOM OTTER TRAWL,Jun-96,13823,1996
SOLE,BUTTER SOLE,BOTTOM OTTER TRAWL,Jun-96,310,1996
SOLE,DOVER/SLIPPERY SOLE,BOTTOM OTTER TRAWL,Jun-96,223770,1996
SOLE,LEMON SOLE,BOTTOM OTTER TRAWL,Jun-96,42513,1996
SOLE,MIXED SOLE,BOTTOM OTTER TRAWL,Jun-96,8001,1996
SOLE,REX/WITCHES SOLE,BOTTOM OTTER TRAWL,Jun-96,19748,1996
SOLE,ROCK SOLE,BOTTOM OTTER TRAWL,Jun-96,77745,1996
SOLE,BRILL SOLE,LONGLINE,Jun-96,15,1996
SOLE,DOVER/SLIPPERY SOLE,LONGLINE,Jun-96,3,1996
SOLE,LEMON SOLE,LONGLINE,Jun-96,1,1996
SOLE,ROCK SOLE,LONGLINE,Jun-96,74,1996
SOLE,DOVER/SLIPPERY SOLE,MIDWATER TRAWL,Jun-96,272,1996
SOLE,LEMON SOLE,MIDWATER TRAWL,Jun-96,33,1996
TUNA,TUNA,LONGLINE,Jun-96,2800,1996
TURBOT,TURBOT,BOTTOM OTTER TRAWL,Jun-96,801468,1996
TURBOT,TURBOT,LONGLINE,Jun-96,116,1996
TURBOT,TURBOT,MIDWATER TRAWL,Jun-96,156,1996
UNSPECIFIED HERRING,UNSPECIFIED HERRING,BOTTOM OTTER TRAWL,Jun-96,14,1996
DOGFISH,DOGFISH,BOTTOM OTTER TRAWL,Jul-96,52165,1996
DOGFISH,DOGFISH,LONGLINE,Jul-96,594937,1996
EULACHON,EULACHON,BOTTOM OTTER TRAWL,Jul-96,29,1996
FLOUNDER,FLOUNDER,BOTTOM OTTER TRAWL,Jul-96,1008,1996
FLOUNDER,FLOUNDER,LONGLINE,Jul-96,1,1996
HAKE,HAKE,BOTTOM OTTER TRAWL,Jul-96,362583,1996
HAKE,HAKE,MIDWATER TRAWL,Jul-96,5516248,1996
HALIBUT,HALIBUT,LONGLINE,Jul-96,712201,1996
HERRING,BAIT HERRING,HERRING PURSE SEINE,Jul-96,4372,1996
HERRING,POND HERRING,HERRING PURSE SEINE,Jul-96,10010,1996
LINGCOD,LINGCOD,BOTTOM OTTER TRAWL,Jul-96,440017,1996
LINGCOD,LINGCOD,LONGLINE,Jul-96,88749,1996
LINGCOD,LINGCOD,MIDWATER TRAWL,Jul-96,219,1996
LINGCOD,LINGCOD,SALMON FREEZER TROLL,Jul-96,9145,1996
LINGCOD,LINGCOD,SALMON GILLNET,Jul-96,178,1996
LINGCOD,LINGCOD,SALMON TROLL,Jul-96,6819,1996
MACKEREL,MACKEREL,BOTTOM OTTER TRAWL,Jul-96,926,1996
MACKEREL,MACKEREL,SALMON TROLL,Jul-96,14,1996
OTHER FISH,OTHER FISH,BOTTOM OTTER TRAWL,Jul-96,1186,1996
OTHER FISH,OTHER FISH,LONGLINE,Jul-96,1625,1996
OTHER FISH,OTHER FISH,SALMON GILLNET,Jul-96,1,1996
OTHER GROUNDFISH,IDIOT,BOTTOM OTTER TRAWL,Jul-96,80931,1996
OTHER GROUNDFISH,SHARK,BOTTOM OTTER TRAWL,Jul-96,20,1996
OTHER GROUNDFISH,UNSPECIFIED GROUNDFISH,BOTTOM OTTER TRAWL,Jul-96,53,1996
OTHER GROUNDFISH,IDIOT,LONGLINE,Jul-96,2402,1996
OTHER GROUNDFISH,SHARK,LONGLINE,Jul-96,656,1996
OTHER GROUNDFISH,UNSPECIFIED GROUNDFISH,LONGLINE,Jul-96,4204,1996
PACIFIC COD,PACIFIC COD,BOTTOM OTTER TRAWL,Jul-96,155133,1996
PACIFIC COD,PACIFIC COD,LONGLINE,Jul-96,74,1996
PACIFIC COD,PACIFIC COD,MIDWATER TRAWL,Jul-96,146,1996
PACIFIC COD,PACIFIC COD,SALMON FREEZER TROLL,Jul-96,10,1996
PACIFIC COD,PACIFIC COD,SALMON GILLNET,Jul-96,542,1996
PACIFIC COD,PACIFIC COD,SALMON TROLL,Jul-96,22,1996
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,BOTTOM OTTER TRAWL,Jul-96,398960,1996
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,LONGLINE,Jul-96,196,1996
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,MIDWATER TRAWL,Jul-96,70529,1996
POLLOCK,POLLOCK,BOTTOM OTTER TRAWL,Jul-96,212259,1996
POLLOCK,POLLOCK,MIDWATER TRAWL,Jul-96,19882,1996
REDUCTION,REDUCTION,BOTTOM OTTER TRAWL,Jul-96,719,1996
ROCKFISH,SILVER PERCH,BEACH SEINE,Jul-96,376,1996
ROCKFISH,GREENIES,BOTTOM OTTER TRAWL,Jul-96,155948,1996
ROCKFISH,OTHER ROCKFISH,BOTTOM OTTER TRAWL,Jul-96,350740,1996
ROCKFISH,RED SNAPPER (YELLOWEYE),BOTTOM OTTER TRAWL,Jul-96,2297,1996
ROCKFISH,REEDI (YELLOWMOUTH),BOTTOM OTTER TRAWL,Jul-96,44252,1996
ROCKFISH,GREENIES,LONGLINE,Jul-96,1641,1996
ROCKFISH,OTHER ROCKFISH,LONGLINE,Jul-96,317163,1996
ROCKFISH,RED SNAPPER (YELLOWEYE),LONGLINE,Jul-96,103282,1996
ROCKFISH,REEDI (YELLOWMOUTH),LONGLINE,Jul-96,3326,1996
ROCKFISH,GREENIES,MIDWATER TRAWL,Jul-96,357467,1996
ROCKFISH,OTHER ROCKFISH,MIDWATER TRAWL,Jul-96,100910,1996
ROCKFISH,REEDI (YELLOWMOUTH),MIDWATER TRAWL,Jul-96,3731,1996
ROCKFISH,GREENIES,SALMON FREEZER TROLL,Jul-96,113,1996
ROCKFISH,OTHER ROCKFISH,SALMON FREEZER TROLL,Jul-96,414,1996
ROCKFISH,RED SNAPPER (YELLOWEYE),SALMON FREEZER TROLL,Jul-96,25,1996
ROCKFISH,OTHER ROCKFISH,SALMON GILLNET,Jul-96,16,1996
ROCKFISH,GREENIES,SALMON TROLL,Jul-96,225,1996
ROCKFISH,OTHER ROCKFISH,SALMON TROLL,Jul-96,719,1996
ROCKFISH,RED SNAPPER (YELLOWEYE),SALMON TROLL,Jul-96,41,1996
SABLEFISH,SABLEFISH,BOTTOM OTTER TRAWL,Jul-96,13953,1996
SABLEFISH,SABLEFISH,LONGLINE,Jul-96,26767,1996
SABLEFISH,SABLEFISH,TRAP,Jul-96,98990,1996
SALMON,CHINOOK,SALMON GILLNET,Jul-96,153592,1996
SALMON,CHUM,SALMON GILLNET,Jul-96,1356312,1996
SALMON,COHO,SALMON GILLNET,Jul-96,173466,1996
SALMON,PINK,SALMON GILLNET,Jul-96,592847,1996
SALMON,SOCKEYE,SALMON GILLNET,Jul-96,6634983,1996
SALMON,STEELHEAD,SALMON GILLNET,Jul-96,1049,1996
SALMON,CHINOOK,SALMON SEINE,Jul-96,24470,1996
SALMON,CHUM,SALMON SEINE,Jul-96,917825,1996
SALMON,COHO,SALMON SEINE,Jul-96,134498,1996
SALMON,PINK,SALMON SEINE,Jul-96,2300262,1996
SALMON,SOCKEYE,SALMON SEINE,Jul-96,3493666,1996
SALMON,STEELHEAD,SALMON SEINE,Jul-96,245,1996
SALMON,CHINOOK,SALMON TROLL,Jul-96,105,1996
SALMON,CHUM,SALMON TROLL,Jul-96,72838,1996
SALMON,COHO,SALMON TROLL,Jul-96,803479,1996
SALMON,PINK,SALMON TROLL,Jul-96,535281,1996
SALMON,SOCKEYE,SALMON TROLL,Jul-96,60518,1996
SALMON,STEELHEAD,SALMON TROLL,Jul-96,13,1996
SKATE,SKATE,BOTTOM OTTER TRAWL,Jul-96,144467,1996
SKATE,SKATE,LONGLINE,Jul-96,27279,1996
SOLE,BRILL SOLE,BOTTOM OTTER TRAWL,Jul-96,28208,1996
SOLE,BUTTER SOLE,BOTTOM OTTER TRAWL,Jul-96,1995,1996
SOLE,DOVER/SLIPPERY SOLE,BOTTOM OTTER TRAWL,Jul-96,174245,1996
SOLE,LEMON SOLE,BOTTOM OTTER TRAWL,Jul-96,102843,1996
SOLE,MIXED SOLE,BOTTOM OTTER TRAWL,Jul-96,8228,1996
SOLE,REX/WITCHES SOLE,BOTTOM OTTER TRAWL,Jul-96,20470,1996
SOLE,ROCK SOLE,BOTTOM OTTER TRAWL,Jul-96,269117,1996
SOLE,BRILL SOLE,LONGLINE,Jul-96,7,1996
SOLE,DOVER/SLIPPERY SOLE,LONGLINE,Jul-96,21,1996
SOLE,LEMON SOLE,LONGLINE,Jul-96,3,1996
SOLE,ROCK SOLE,LONGLINE,Jul-96,196,1996
SOLE,BRILL SOLE,MIDWATER TRAWL,Jul-96,6,1996
SOLE,DOVER/SLIPPERY SOLE,MIDWATER TRAWL,Jul-96,7,1996
SOLE,LEMON SOLE,MIDWATER TRAWL,Jul-96,165,1996
SOLE,ROCK SOLE,MIDWATER TRAWL,Jul-96,10,1996
SOLE,MIXED SOLE,SALMON TROLL,Jul-96,46,1996
STURGEON,STURGEON,BOTTOM OTTER TRAWL,Jul-96,14,1996
TURBOT,TURBOT,BOTTOM OTTER TRAWL,Jul-96,765016,1996
TURBOT,TURBOT,LONGLINE,Jul-96,179,1996
TURBOT,TURBOT,MIDWATER TRAWL,Jul-96,8,1996
UNSPECIFIED HERRING,UNSPECIFIED HERRING,BOTTOM OTTER TRAWL,Jul-96,59,1996
DOGFISH,DOGFISH,BOTTOM OTTER TRAWL,Aug-96,19636,1996
DOGFISH,DOGFISH,LONGLINE,Aug-96,442560,1996
DOGFISH,DOGFISH,SALMON FREEZER TROLL,Aug-96,8,1996
FLOUNDER,FLOUNDER,BOTTOM OTTER TRAWL,Aug-96,2244,1996
HAKE,HAKE,BOTTOM OTTER TRAWL,Aug-96,200312,1996
HAKE,HAKE,MIDWATER TRAWL,Aug-96,3483310,1996
HALIBUT,HALIBUT,LONGLINE,Aug-96,616179,1996
HERRING,BAIT HERRING,HERRING PURSE SEINE,Aug-96,2819,1996
HERRING,POND HERRING,HERRING PURSE SEINE,Aug-96,8601,1996
LINGCOD,LINGCOD,BOTTOM OTTER TRAWL,Aug-96,157893,1996
LINGCOD,LINGCOD,LONGLINE,Aug-96,37087,1996
LINGCOD,LINGCOD,SALMON FREEZER TROLL,Aug-96,4155,1996
LINGCOD,LINGCOD,SALMON GILLNET,Aug-96,6,1996
LINGCOD,LINGCOD,SALMON SEINE,Aug-96,8,1996
LINGCOD,LINGCOD,SALMON TROLL,Aug-96,10333,1996
MACKEREL,MACKEREL,BOTTOM OTTER TRAWL,Aug-96,11499,1996
MACKEREL,MACKEREL,SALMON TROLL,Aug-96,172,1996
OTHER FISH,OTHER FISH,BOTTOM OTTER TRAWL,Aug-96,2095,1996
OTHER FISH,OTHER FISH,LONGLINE,Aug-96,257,1996
OTHER FISH,OTHER FISH,SALMON TROLL,Aug-96,1,1996
OTHER GROUNDFISH,IDIOT,BOTTOM OTTER TRAWL,Aug-96,57040,1996
OTHER GROUNDFISH,UNSPECIFIED GROUNDFISH,BOTTOM OTTER TRAWL,Aug-96,267,1996
OTHER GROUNDFISH,IDIOT,LONGLINE,Aug-96,2549,1996
OTHER GROUNDFISH,SHARK,LONGLINE,Aug-96,245,1996
OTHER GROUNDFISH,UNSPECIFIED GROUNDFISH,LONGLINE,Aug-96,2350,1996
OTHER SHELLFISH,UNSPECIFIED SHELLFISH,BOTTOM OTTER TRAWL,Aug-96,2,1996
PACIFIC COD,PACIFIC COD,BOTTOM OTTER TRAWL,Aug-96,199447,1996
PACIFIC COD,PACIFIC COD,LONGLINE,Aug-96,1,1996
PACIFIC COD,PACIFIC COD,MIDWATER TRAWL,Aug-96,8,1996
PACIFIC COD,PACIFIC COD,SALMON FREEZER TROLL,Aug-96,13,1996
PACIFIC COD,PACIFIC COD,SALMON TROLL,Aug-96,6,1996
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,BOTTOM OTTER TRAWL,Aug-96,215995,1996
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,LONGLINE,Aug-96,168,1996
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,MIDWATER TRAWL,Aug-96,909,1996
POLLOCK,POLLOCK,BOTTOM OTTER TRAWL,Aug-96,135356,1996
POLLOCK,POLLOCK,MIDWATER TRAWL,Aug-96,16776,1996
REDUCTION,REDUCTION,BOTTOM OTTER TRAWL,Aug-96,591,1996
REDUCTION,REDUCTION,LONGLINE,Aug-96,8,1996
ROCKFISH,SILVER PERCH,BEACH SEINE,Aug-96,565,1996
ROCKFISH,GREENIES,BOTTOM OTTER TRAWL,Aug-96,71803,1996
ROCKFISH,OTHER ROCKFISH,BOTTOM OTTER TRAWL,Aug-96,315932,1996
ROCKFISH,RED SNAPPER (YELLOWEYE),BOTTOM OTTER TRAWL,Aug-96,1246,1996
ROCKFISH,REEDI (YELLOWMOUTH),BOTTOM OTTER TRAWL,Aug-96,38665,1996
ROCKFISH,SILVER PERCH,BOTTOM OTTER TRAWL,Aug-96,13,1996
ROCKFISH,GREENIES,LONGLINE,Aug-96,1513,1996
ROCKFISH,OTHER ROCKFISH,LONGLINE,Aug-96,118851,1996
ROCKFISH,RED SNAPPER (YELLOWEYE),LONGLINE,Aug-96,49839,1996
ROCKFISH,REEDI (YELLOWMOUTH),LONGLINE,Aug-96,1443,1996
ROCKFISH,GREENIES,MIDWATER TRAWL,Aug-96,230585,1996
ROCKFISH,OTHER ROCKFISH,MIDWATER TRAWL,Aug-96,101470,1996
ROCKFISH,REEDI (YELLOWMOUTH),MIDWATER TRAWL,Aug-96,465,1996
ROCKFISH,GREENIES,SALMON FREEZER TROLL,Aug-96,112,1996
ROCKFISH,OTHER ROCKFISH,SALMON FREEZER TROLL,Aug-96,575,1996
ROCKFISH,RED SNAPPER (YELLOWEYE),SALMON FREEZER TROLL,Aug-96,2,1996
ROCKFISH,GREENIES,SALMON TROLL,Aug-96,551,1996
ROCKFISH,OTHER ROCKFISH,SALMON TROLL,Aug-96,1737,1996
ROCKFISH,RED SNAPPER (YELLOWEYE),SALMON TROLL,Aug-96,43,1996
SABLEFISH,SABLEFISH,BOTTOM OTTER TRAWL,Aug-96,17774,1996
SABLEFISH,SABLEFISH,LONGLINE,Aug-96,56124,1996
SABLEFISH,SABLEFISH,TRAP,Aug-96,95101,1996
SALMON,CHINOOK,SALMON GILLNET,Aug-96,52488,1996
SALMON,CHUM,SALMON GILLNET,Aug-96,557827,1996
SALMON,COHO,SALMON GILLNET,Aug-96,83210,1996
SALMON,PINK,SALMON GILLNET,Aug-96,416286,1996
SALMON,SOCKEYE,SALMON GILLNET,Aug-96,3110417,1996
SALMON,STEELHEAD,SALMON GILLNET,Aug-96,647,1996
SALMON,CHINOOK,SALMON SEINE,Aug-96,6982,1996
SALMON,CHUM,SALMON SEINE,Aug-96,672721,1996
SALMON,COHO,SALMON SEINE,Aug-96,117844,1996
SALMON,PINK,SALMON SEINE,Aug-96,3314278,1996
SALMON,SOCKEYE,SALMON SEINE,Aug-96,1010198,1996
SALMON,STEELHEAD,SALMON SEINE,Aug-96,3,1996
SALMON,CHINOOK,SALMON TROLL,Aug-96,88,1996
SALMON,CHUM,SALMON TROLL,Aug-96,73580,1996
SALMON,COHO,SALMON TROLL,Aug-96,1610826,1996
SALMON,PINK,SALMON TROLL,Aug-96,768506,1996
SALMON,SOCKEYE,SALMON TROLL,Aug-96,129572,1996
SALMON,STEELHEAD,SALMON TROLL,Aug-96,30,1996
SKATE,SKATE,BOTTOM OTTER TRAWL,Aug-96,76905,1996
SKATE,SKATE,LONGLINE,Aug-96,9956,1996
SKATE,SKATE,SALMON TROLL,Aug-96,129,1996
SMELT,SMELT,SET NET,Aug-96,787,1996
SOLE,BRILL SOLE,BOTTOM OTTER TRAWL,Aug-96,12929,1996
SOLE,BUTTER SOLE,BOTTOM OTTER TRAWL,Aug-96,1454,1996
SOLE,DOVER/SLIPPERY SOLE,BOTTOM OTTER TRAWL,Aug-96,209938,1996
SOLE,LEMON SOLE,BOTTOM OTTER TRAWL,Aug-96,99535,1996
SOLE,MIXED SOLE,BOTTOM OTTER TRAWL,Aug-96,5883,1996
SOLE,REX/WITCHES SOLE,BOTTOM OTTER TRAWL,Aug-96,11240,1996
SOLE,ROCK SOLE,BOTTOM OTTER TRAWL,Aug-96,153382,1996
SOLE,DOVER/SLIPPERY SOLE,LONGLINE,Aug-96,9,1996
SOLE,MIXED SOLE,LONGLINE,Aug-96,2,1996
SOLE,ROCK SOLE,LONGLINE,Aug-96,90,1996
TUNA,TUNA,LONGLINE,Aug-96,65648,1996
TUNA,TUNA,SALMON FREEZER TROLL,Aug-96,65532,1996
TUNA,TUNA,SALMON TROLL,Aug-96,33165,1996
TURBOT,TURBOT,BOTTOM OTTER TRAWL,Aug-96,251212,1996
TURBOT,TURBOT,LONGLINE,Aug-96,56,1996
TURBOT,TURBOT,MIDWATER TRAWL,Aug-96,1218,1996
UNSPECIFIED HERRING,UNSPECIFIED HERRING,BOTTOM OTTER TRAWL,Aug-96,71,1996
DOGFISH,DOGFISH,BOTTOM OTTER TRAWL,Sep-96,40774,1996
DOGFISH,DOGFISH,LONGLINE,Sep-96,290590,1996
DOGFISH,DOGFISH,SALMON FREEZER TROLL,Sep-96,362,1996
DOGFISH,DOGFISH,SALMON TROLL,Sep-96,2,1996
FLOUNDER,FLOUNDER,BOTTOM OTTER TRAWL,Sep-96,845,1996
HAKE,HAKE,BOTTOM OTTER TRAWL,Sep-96,259485,1996
HAKE,HAKE,LONGLINE,Sep-96,1,1996
HAKE,HAKE,MIDWATER TRAWL,Sep-96,4295905,1996
HALIBUT,HALIBUT,LONGLINE,Sep-96,587860,1996
HERRING,BAIT HERRING,HERRING PURSE SEINE,Sep-96,837,1996
HERRING,POND HERRING,HERRING PURSE SEINE,Sep-96,2403,1996
LINGCOD,LINGCOD,BOTTOM OTTER TRAWL,Sep-96,149104,1996
LINGCOD,LINGCOD,LONGLINE,Sep-96,48407,1996
LINGCOD,LINGCOD,MIDWATER TRAWL,Sep-96,153,1996
LINGCOD,LINGCOD,SALMON FREEZER TROLL,Sep-96,1205,1996
LINGCOD,LINGCOD,SALMON TROLL,Sep-96,8615,1996
MACKEREL,MACKEREL,BOTTOM OTTER TRAWL,Sep-96,47383,1996
MACKEREL,MACKEREL,SALMON FREEZER TROLL,Sep-96,109,1996
MACKEREL,MACKEREL,SALMON TROLL,Sep-96,98,1996
OTHER FISH,OTHER FISH,BOTTOM OTTER TRAWL,Sep-96,1954,1996
OTHER FISH,OTHER FISH,LONGLINE,Sep-96,153,1996
OTHER GROUNDFISH,IDIOT,BOTTOM OTTER TRAWL,Sep-96,125686,1996
OTHER GROUNDFISH,SHARK,BOTTOM OTTER TRAWL,Sep-96,22,1996
OTHER GROUNDFISH,UNSPECIFIED GROUNDFISH,BOTTOM OTTER TRAWL,Sep-96,198,1996
OTHER GROUNDFISH,IDIOT,LONGLINE,Sep-96,1266,1996
OTHER GROUNDFISH,SHARK,LONGLINE,Sep-96,44,1996
OTHER GROUNDFISH,UNSPECIFIED GROUNDFISH,LONGLINE,Sep-96,3310,1996
OTHER GROUNDFISH,IDIOT,SALMON FREEZER TROLL,Sep-96,8,1996
PACIFIC COD,PACIFIC COD,BOTTOM OTTER TRAWL,Sep-96,71730,1996
PACIFIC COD,PACIFIC COD,LONGLINE,Sep-96,6,1996
PACIFIC COD,PACIFIC COD,MIDWATER TRAWL,Sep-96,41,1996
PACIFIC COD,PACIFIC COD,SALMON FREEZER TROLL,Sep-96,2,1996
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,BOTTOM OTTER TRAWL,Sep-96,331098,1996
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,LONGLINE,Sep-96,6,1996
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,MIDWATER TRAWL,Sep-96,8124,1996
POLLOCK,POLLOCK,BOTTOM OTTER TRAWL,Sep-96,77380,1996
POLLOCK,POLLOCK,MIDWATER TRAWL,Sep-96,42151,1996
REDUCTION,REDUCTION,BOTTOM OTTER TRAWL,Sep-96,1509,1996
ROCKFISH,SILVER PERCH,BEACH SEINE,Sep-96,213,1996
ROCKFISH,GREENIES,BOTTOM OTTER TRAWL,Sep-96,91737,1996
ROCKFISH,OTHER ROCKFISH,BOTTOM OTTER TRAWL,Sep-96,264133,1996
ROCKFISH,RED SNAPPER (YELLOWEYE),BOTTOM OTTER TRAWL,Sep-96,1657,1996
ROCKFISH,REEDI (YELLOWMOUTH),BOTTOM OTTER TRAWL,Sep-96,25543,1996
ROCKFISH,SILVER PERCH,BOTTOM OTTER TRAWL,Sep-96,22,1996
ROCKFISH,GREENIES,LONGLINE,Sep-96,1517,1996
ROCKFISH,OTHER ROCKFISH,LONGLINE,Sep-96,48810,1996
ROCKFISH,RED SNAPPER (YELLOWEYE),LONGLINE,Sep-96,47430,1996
ROCKFISH,REEDI (YELLOWMOUTH),LONGLINE,Sep-96,52,1996
ROCKFISH,GREENIES,MIDWATER TRAWL,Sep-96,632259,1996
ROCKFISH,OTHER ROCKFISH,MIDWATER TRAWL,Sep-96,385970,1996
ROCKFISH,REEDI (YELLOWMOUTH),MIDWATER TRAWL,Sep-96,7008,1996
ROCKFISH,GREENIES,SALMON FREEZER TROLL,Sep-96,371,1996
ROCKFISH,OTHER ROCKFISH,SALMON FREEZER TROLL,Sep-96,364,1996
ROCKFISH,RED SNAPPER (YELLOWEYE),SALMON FREEZER TROLL,Sep-96,33,1996
ROCKFISH,GREENIES,SALMON TROLL,Sep-96,91,1996
ROCKFISH,OTHER ROCKFISH,SALMON TROLL,Sep-96,802,1996
ROCKFISH,RED SNAPPER (YELLOWEYE),SALMON TROLL,Sep-96,14,1996
SABLEFISH,SABLEFISH,BOTTOM OTTER TRAWL,Sep-96,17189,1996
SABLEFISH,SABLEFISH,LONGLINE,Sep-96,70814,1996
SABLEFISH,SABLEFISH,TRAP,Sep-96,175792,1996
SALMON,CHINOOK,SALMON GILLNET,Sep-96,7646,1996
SALMON,CHUM,SALMON GILLNET,Sep-96,350759,1996
SALMON,COHO,SALMON GILLNET,Sep-96,29124,1996
SALMON,PINK,SALMON GILLNET,Sep-96,6514,1996
SALMON,SOCKEYE,SALMON GILLNET,Sep-96,15693,1996
SALMON,STEELHEAD,SALMON GILLNET,Sep-96,528,1996
SALMON,CHINOOK,SALMON SEINE,Sep-96,31,1996
SALMON,CHUM,SALMON SEINE,Sep-96,777889,1996
SALMON,COHO,SALMON SEINE,Sep-96,9541,1996
SALMON,PINK,SALMON SEINE,Sep-96,409109,1996
SALMON,SOCKEYE,SALMON SEINE,Sep-96,145,1996
SALMON,CHINOOK,SALMON TROLL,Sep-96,6,1996
SALMON,CHUM,SALMON TROLL,Sep-96,46343,1996
SALMON,COHO,SALMON TROLL,Sep-96,806975,1996
SALMON,PINK,SALMON TROLL,Sep-96,166871,1996
SALMON,SOCKEYE,SALMON TROLL,Sep-96,3610,1996
SALMON,STEELHEAD,SALMON TROLL,Sep-96,3,1996
SKATE,SKATE,BOTTOM OTTER TRAWL,Sep-96,44552,1996
SKATE,SKATE,LONGLINE,Sep-96,7670,1996
SKATE,SKATE,SALMON FREEZER TROLL,Sep-96,230,1996
SKATE,SKATE,SALMON SEINE,Sep-96,1,1996
SKATE,SKATE,SALMON TROLL,Sep-96,98,1996
SMELT,SMELT,SET NET,Sep-96,39,1996
SOLE,BRILL SOLE,BOTTOM OTTER TRAWL,Sep-96,14035,1996
SOLE,BUTTER SOLE,BOTTOM OTTER TRAWL,Sep-96,448,1996
SOLE,DOVER/SLIPPERY SOLE,BOTTOM OTTER TRAWL,Sep-96,232049,1996
SOLE,LEMON SOLE,BOTTOM OTTER TRAWL,Sep-96,31414,1996
SOLE,MIXED SOLE,BOTTOM OTTER TRAWL,Sep-96,4907,1996
SOLE,REX/WITCHES SOLE,BOTTOM OTTER TRAWL,Sep-96,20327,1996
SOLE,ROCK SOLE,BOTTOM OTTER TRAWL,Sep-96,89829,1996
SOLE,DOVER/SLIPPERY SOLE,LONGLINE,Sep-96,49,1996
SOLE,ROCK SOLE,LONGLINE,Sep-96,19,1996
TUNA,TUNA,LONGLINE,Sep-96,1927,1996
TUNA,TUNA,SALMON FREEZER TROLL,Sep-96,173173,1996
TUNA,TUNA,SALMON TROLL,Sep-96,26169,1996
TURBOT,TURBOT,BOTTOM OTTER TRAWL,Sep-96,187952,1996
TURBOT,TURBOT,MIDWATER TRAWL,Sep-96,3157,1996
UNSPECIFIED HERRING,UNSPECIFIED HERRING,BOTTOM OTTER TRAWL,Sep-96,182,1996
DOGFISH,DOGFISH,BOTTOM OTTER TRAWL,Oct-96,44415,1996
DOGFISH,DOGFISH,LONGLINE,Oct-96,227124,1996
DOGFISH,DOGFISH,SALMON FREEZER TROLL,Oct-96,222,1996
EULACHON,EULACHON,BOTTOM OTTER TRAWL,Oct-96,1,1996
FLOUNDER,FLOUNDER,BOTTOM OTTER TRAWL,Oct-96,6373,1996
HAKE,HAKE,BOTTOM OTTER TRAWL,Oct-96,795403,1996
HAKE,HAKE,MIDWATER TRAWL,Oct-96,6387810,1996
HALIBUT,HALIBUT,LONGLINE,Oct-96,499010,1996
HERRING,BAIT HERRING,HERRING PURSE SEINE,Oct-96,1813,1996
HERRING,POND HERRING,HERRING PURSE SEINE,Oct-96,2102,1996
LINGCOD,LINGCOD,BOTTOM OTTER TRAWL,Oct-96,163077,1996
LINGCOD,LINGCOD,LONGLINE,Oct-96,56211,1996
LINGCOD,LINGCOD,MIDWATER TRAWL,Oct-96,778,1996
LINGCOD,LINGCOD,SALMON FREEZER TROLL,Oct-96,1050,1996
LINGCOD,LINGCOD,SALMON GILLNET,Oct-96,19,1996
LINGCOD,LINGCOD,SALMON TROLL,Oct-96,3146,1996
MACKEREL,MACKEREL,BOTTOM OTTER TRAWL,Oct-96,20445,1996
MACKEREL,MACKEREL,SALMON FREEZER TROLL,Oct-96,293,1996
MACKEREL,MACKEREL,SALMON TROLL,Oct-96,79,1996
OTHER FISH,OTHER FISH,BOTTOM OTTER TRAWL,Oct-96,4981,1996
OTHER FISH,OTHER FISH,LONGLINE,Oct-96,332,1996
OTHER GROUNDFISH,IDIOT,BOTTOM OTTER TRAWL,Oct-96,319505,1996
OTHER GROUNDFISH,SHARK,BOTTOM OTTER TRAWL,Oct-96,9,1996
OTHER GROUNDFISH,UNSPECIFIED GROUNDFISH,BOTTOM OTTER TRAWL,Oct-96,1394,1996
OTHER GROUNDFISH,IDIOT,LONGLINE,Oct-96,797,1996
OTHER GROUNDFISH,UNSPECIFIED GROUNDFISH,LONGLINE,Oct-96,2887,1996
PACIFIC COD,PACIFIC COD,BOTTOM OTTER TRAWL,Oct-96,48088,1996
PACIFIC COD,PACIFIC COD,LONGLINE,Oct-96,6,1996
PACIFIC COD,PACIFIC COD,MIDWATER TRAWL,Oct-96,160,1996
PACIFIC COD,PACIFIC COD,SALMON FREEZER TROLL,Oct-96,241,1996
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,BOTTOM OTTER TRAWL,Oct-96,584601,1996
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,LONGLINE,Oct-96,2,1996
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,MIDWATER TRAWL,Oct-96,1116,1996
POLLOCK,POLLOCK,BOTTOM OTTER TRAWL,Oct-96,123280,1996
POLLOCK,POLLOCK,MIDWATER TRAWL,Oct-96,60908,1996
REDUCTION,REDUCTION,BOTTOM OTTER TRAWL,Oct-96,1042,1996
ROCKFISH,SILVER PERCH,BEACH SEINE,Oct-96,68,1996
