WEEK,GEAR,SPECIES,VALUE,WEEKSTART,DFOWEEKNUM,YEAR,MONTH,
053 MAY 18 - MAY 24,Troll,Chinook,116530,5/18/2008,53,2008,5,
053 MAY 17 - MAY 23,Troll,Chinook,456446,5/17/2009,53,2009,5,
053 MAY 16 - MAY 22,Troll,Chinook,462047,5/16/2010,53,2010,5,
053 MAY 15 - MAY 21,Troll,Chinook,565008,5/15/2011,53,2011,5,
053 MAY 15 - MAY 21,Gillnet,Chum,76,5/15/2011,53,2011,5,
053 MAY 19 - MAY 25,Troll,Chum,6,5/19/2002,53,2002,5,
053 MAY 18 - MAY 24,Troll,Chum,1194,5/18/2003,53,2003,5,
053 MAY 16 - MAY 22,Troll,Chum,1237,5/16/2004,53,2004,5,
053 MAY 20 - MAY 26,Troll,Chum,24,5/20/2007,53,2007,5,
053 MAY 17 - MAY 23,Troll,Chum,5,5/17/2009,53,2009,5,
053 MAY 16 - MAY 22,Troll,Chum,27,5/16/2010,53,2010,5,
053 MAY 15 - MAY 21,Troll,Chum,50,5/15/2011,53,2011,5,
053 MAY 16 - MAY 22,Troll,Coho,124,5/16/2010,53,2010,5,
053 MAY 14 - MAY 20,Troll,Pink,1,5/14/2000,53,2000,5,
053 MAY 18 - MAY 24,Troll,Pink,18,5/18/2003,53,2003,5,
053 MAY 16 - MAY 22,Troll,Pink,7,5/16/2004,53,2004,5,
053 MAY 20 - MAY 26,Troll,Pink,2,5/20/2007,53,2007,5,
053 MAY 18 - MAY 24,Troll,Pink,2,5/18/2008,53,2008,5,
053 MAY 17 - MAY 23,Troll,Pink,4,5/17/2009,53,2009,5,
053 MAY 20 - MAY 26,Gillnet,Sockeye,11,5/20/2007,53,2007,5,
053 MAY 15 - MAY 21,Gillnet,Sockeye,463,5/15/2011,53,2011,5,
053 MAY 20 - MAY 26,Gillnet,Sockeye,14,5/20/2012,53,2012,5,
054 MAY 26 - JUN 01,Gillnet,Chinook,624,5/26/1996,54,1996,5,
054 MAY 24 - MAY 30,Gillnet,Chinook,424,5/24/1998,54,1998,5,
054 MAY 23 - MAY 29,Gillnet,Chinook,5352,5/23/1999,54,1999,5,
054 MAY 21 - MAY 27,Gillnet,Chinook,11515,5/21/2000,54,2000,5,
054 MAY 27 - JUN 02,Gillnet,Chinook,541,5/27/2001,54,2001,5,
054 MAY 25 - MAY 31,Gillnet,Chinook,10012,5/25/2003,54,2003,5,
054 MAY 28 - JUN 03,Gillnet,Chinook,112508,5/28/2006,54,2006,5,
054 MAY 27 - JUN 02,Gillnet,Chinook,52621,5/27/2007,54,2007,5,
054 MAY 25 - MAY 31,Gillnet,Chinook,36390,5/25/2008,54,2008,5,
054 MAY 24 - MAY 30,Gillnet,Chinook,34254,5/24/2009,54,2009,5,
054 MAY 23 - MAY 29,Gillnet,Chinook,43157,5/23/2010,54,2010,5,
054 MAY 22 - MAY 28,Gillnet,Chinook,15528,5/22/2011,54,2011,5,
054 MAY 27 - JUN 02,Gillnet,Chinook,35391,5/27/2012,54,2012,5,
054 MAY 24 - MAY 30,Troll,Chinook,19107,5/24/1998,54,1998,5,
054 MAY 27 - JUN 02,Troll,Chinook,179038,5/27/2001,54,2001,5,
054 MAY 26 - JUN 01,Troll,Chinook,1062271,5/26/2002,54,2002,5,
054 MAY 25 - MAY 31,Troll,Chinook,164026,5/25/2003,54,2003,5,
054 MAY 23 - MAY 29,Troll,Chinook,29364,5/23/2004,54,2004,5,
054 MAY 27 - JUN 02,Troll,Chinook,459466,5/27/2007,54,2007,5,
054 MAY 25 - MAY 31,Troll,Chinook,290087,5/25/2008,54,2008,5,
054 MAY 24 - MAY 30,Troll,Chinook,32996,5/24/2009,54,2009,5,
054 MAY 23 - MAY 29,Troll,Chinook,172268,5/23/2010,54,2010,5,
054 MAY 22 - MAY 28,Gillnet,Chum,91,5/22/2011,54,2011,5,
054 MAY 25 - MAY 31,Troll,Chum,564,5/25/2003,54,2003,5,
054 MAY 27 - JUN 02,Troll,Chum,209,5/27/2007,54,2007,5,
054 MAY 27 - JUN 02,Gillnet,Pink,12,5/27/2001,54,2001,5,
054 MAY 25 - MAY 31,Troll,Pink,2,5/25/2003,54,2003,5,
054 MAY 27 - JUN 02,Troll,Pink,257,5/27/2007,54,2007,5,
054 MAY 24 - MAY 30,Gillnet,Sockeye,1247,5/24/1998,54,1998,5,
054 MAY 27 - JUN 02,Gillnet,Sockeye,1538,5/27/2001,54,2001,5,
054 MAY 27 - JUN 02,Gillnet,Sockeye,909,5/27/2007,54,2007,5,
054 MAY 22 - MAY 28,Gillnet,Sockeye,1557,5/22/2011,54,2011,5,
054 MAY 27 - JUN 02,Gillnet,Sockeye,37,5/27/2012,54,2012,5,
054 MAY 26 - JUN 01,Gillnet,Steelhead,3,5/26/1996,54,1996,5,
061 JUN 02 - JUN 08,Gillnet,Chinook,11181,6/2/1996,61,1996,6,
061 JUN 01 - JUN 07,Gillnet,Chinook,6073,6/1/1997,61,1997,6,
061 MAY 31 - JUN 06,Gillnet,Chinook,12476,5/31/1998,61,1998,5,
061 MAY 30 - JUN 05,Gillnet,Chinook,9943,5/30/1999,61,1999,5,
061 MAY 28 - JUN 03,Gillnet,Chinook,9477,5/28/2000,61,2000,5,
061 JUN 03 - JUN 09,Gillnet,Chinook,12104,6/3/2001,61,2001,6,
061 JUN 02 - JUN 08,Gillnet,Chinook,5407,6/2/2002,61,2002,6,
061 JUN 01 - JUN 07,Gillnet,Chinook,22702,6/1/2003,61,2003,6,
061 MAY 30 - JUN 05,Gillnet,Chinook,3643,5/30/2004,61,2004,5,
061 MAY 29 - JUN 04,Gillnet,Chinook,4528,5/29/2005,61,2005,5,
061 JUN 04 - JUN 10,Gillnet,Chinook,147220,6/4/2006,61,2006,6,
061 JUN 03 - JUN 09,Gillnet,Chinook,29702,6/3/2007,61,2007,6,
061 JUN 01 - JUN 07,Gillnet,Chinook,92921,6/1/2008,61,2008,6,
061 MAY 31 - JUN 06,Gillnet,Chinook,93139,5/31/2009,61,2009,5,
061 MAY 30 - JUN 05,Gillnet,Chinook,68158,5/30/2010,61,2010,5,
061 MAY 29 - JUN 04,Gillnet,Chinook,22892,5/29/2011,61,2011,5,
061 JUN 03 - JUN 09,Gillnet,Chinook,48224,6/3/2012,61,2012,6,
061 MAY 31 - JUN 06,Troll,Chinook,1404,5/31/1998,61,1998,5,
061 JUN 03 - JUN 09,Troll,Chinook,9379,6/3/2001,61,2001,6,
061 JUN 02 - JUN 08,Troll,Chinook,547046,6/2/2002,61,2002,6,
061 JUN 01 - JUN 07,Troll,Chinook,455203,6/1/2003,61,2003,6,
061 MAY 30 - JUN 05,Troll,Chinook,12095,5/30/2004,61,2004,5,
061 MAY 29 - JUN 04,Troll,Chinook,7319,5/29/2005,61,2005,5,
061 JUN 04 - JUN 10,Troll,Chinook,54917,6/4/2006,61,2006,6,
061 JUN 03 - JUN 09,Troll,Chinook,437832,6/3/2007,61,2007,6,
061 JUN 01 - JUN 07,Troll,Chinook,323237,6/1/2008,61,2008,6,
061 MAY 31 - JUN 06,Troll,Chinook,274854,5/31/2009,61,2009,5,
061 MAY 30 - JUN 05,Troll,Chinook,319129,5/30/2010,61,2010,5,
061 MAY 29 - JUN 04,Troll,Chinook,448,5/29/2011,61,2011,5,
061 JUN 02 - JUN 08,Gillnet,Chum,13,6/2/1996,61,1996,6,
061 MAY 31 - JUN 06,Gillnet,Chum,4,5/31/1998,61,1998,5,
061 MAY 28 - JUN 03,Gillnet,Chum,3017,5/28/2000,61,2000,5,
061 JUN 03 - JUN 09,Gillnet,Chum,16,6/3/2001,61,2001,6,
061 JUN 02 - JUN 08,Gillnet,Chum,39,6/2/2002,61,2002,6,
061 MAY 30 - JUN 05,Gillnet,Chum,52,5/30/2004,61,2004,5,
061 JUN 04 - JUN 10,Gillnet,Chum,108,6/4/2006,61,2006,6,
061 JUN 01 - JUN 07,Gillnet,Chum,5,6/1/2008,61,2008,6,
061 MAY 29 - JUN 04,Gillnet,Chum,16,5/29/2011,61,2011,5,
061 JUN 03 - JUN 09,Gillnet,Chum,41,6/3/2012,61,2012,6,
061 JUN 02 - JUN 08,Troll,Chum,11,6/2/2002,61,2002,6,
061 JUN 01 - JUN 07,Troll,Chum,988,6/1/2003,61,2003,6,
061 JUN 03 - JUN 09,Troll,Chum,880,6/3/2007,61,2007,6,
061 JUN 01 - JUN 07,Troll,Chum,7,6/1/2008,61,2008,6,
061 MAY 31 - JUN 06,Troll,Chum,231,5/31/2009,61,2009,5,
061 JUN 02 - JUN 08,Gillnet,Coho,25,6/2/1996,61,1996,6,
061 JUN 01 - JUN 07,Gillnet,Coho,20,6/1/2003,61,2003,6,
061 JUN 04 - JUN 10,Gillnet,Coho,44,6/4/2006,61,2006,6,
061 JUN 03 - JUN 09,Troll,Coho,3,6/3/2007,61,2007,6,
061 MAY 28 - JUN 03,Gillnet,Pink,932,5/28/2000,61,2000,5,
061 JUN 01 - JUN 07,Gillnet,Pink,10,6/1/2008,61,2008,6,
061 JUN 02 - JUN 08,Troll,Pink,16,6/2/2002,61,2002,6,
061 JUN 01 - JUN 07,Troll,Pink,4,6/1/2003,61,2003,6,
061 JUN 04 - JUN 10,Troll,Pink,4,6/4/2006,61,2006,6,
061 JUN 03 - JUN 09,Troll,Pink,587,6/3/2007,61,2007,6,
061 MAY 31 - JUN 06,Troll,Pink,1,5/31/2009,61,2009,5,
061 JUN 02 - JUN 08,Gillnet,Sockeye,211,6/2/1996,61,1996,6,
061 MAY 31 - JUN 06,Gillnet,Sockeye,17302,5/31/1998,61,1998,5,
061 MAY 28 - JUN 03,Gillnet,Sockeye,25,5/28/2000,61,2000,5,
061 JUN 03 - JUN 09,Gillnet,Sockeye,1465,6/3/2001,61,2001,6,
061 JUN 01 - JUN 07,Gillnet,Sockeye,2395,6/1/2003,61,2003,6,
061 MAY 30 - JUN 05,Gillnet,Sockeye,1591,5/30/2004,61,2004,5,
061 JUN 04 - JUN 10,Gillnet,Sockeye,667,6/4/2006,61,2006,6,
061 JUN 03 - JUN 09,Gillnet,Sockeye,9,6/3/2007,61,2007,6,
061 JUN 01 - JUN 07,Gillnet,Sockeye,2709,6/1/2008,61,2008,6,
061 MAY 31 - JUN 06,Gillnet,Sockeye,14,5/31/2009,61,2009,5,
061 MAY 29 - JUN 04,Gillnet,Sockeye,9,5/29/2011,61,2011,5,
061 JUN 03 - JUN 09,Gillnet,Sockeye,609,6/3/2012,61,2012,6,
061 JUN 01 - JUN 07,Gillnet,Steelhead,13,6/1/1997,61,1997,6,
061 MAY 31 - JUN 06,Gillnet,Steelhead,10,5/31/1998,61,1998,5,
062 JUN 09 - JUN 15,Gillnet,Chinook,87377,6/9/1996,62,1996,6,
062 JUN 08 - JUN 14,Gillnet,Chinook,4044,6/8/1997,62,1997,6,
062 JUN 07 - JUN 13,Gillnet,Chinook,23907,6/7/1998,62,1998,6,
062 JUN 06 - JUN 12,Gillnet,Chinook,60700,6/6/1999,62,1999,6,
062 JUN 04 - JUN 10,Gillnet,Chinook,9647,6/4/2000,62,2000,6,
062 JUN 10 - JUN 16,Gillnet,Chinook,49677,6/10/2001,62,2001,6,
062 JUN 09 - JUN 15,Gillnet,Chinook,37515,6/9/2002,62,2002,6,
062 JUN 08 - JUN 14,Gillnet,Chinook,48918,6/8/2003,62,2003,6,
062 JUN 06 - JUN 12,Gillnet,Chinook,96924,6/6/2004,62,2004,6,
062 JUN 05 - JUN 11,Gillnet,Chinook,66610,6/5/2005,62,2005,6,
062 JUN 11 - JUN 17,Gillnet,Chinook,112557,6/11/2006,62,2006,6,
062 JUN 10 - JUN 16,Gillnet,Chinook,81059,6/10/2007,62,2007,6,
062 JUN 08 - JUN 14,Gillnet,Chinook,111328,6/8/2008,62,2008,6,
062 JUN 07 - JUN 13,Gillnet,Chinook,103737,6/7/2009,62,2009,6,
062 JUN 06 - JUN 12,Gillnet,Chinook,76217,6/6/2010,62,2010,6,
062 JUN 05 - JUN 11,Gillnet,Chinook,35489,6/5/2011,62,2011,6,
062 JUN 10 - JUN 16,Gillnet,Chinook,79217,6/10/2012,62,2012,6,
062 JUN 10 - JUN 16,Troll,Chinook,26747,6/10/2001,62,2001,6,
062 JUN 09 - JUN 15,Troll,Chinook,757192,6/9/2002,62,2002,6,
062 JUN 08 - JUN 14,Troll,Chinook,6667,6/8/2003,62,2003,6,
062 JUN 05 - JUN 11,Troll,Chinook,471294,6/5/2005,62,2005,6,
062 JUN 11 - JUN 17,Troll,Chinook,257477,6/11/2006,62,2006,6,
062 JUN 10 - JUN 16,Troll,Chinook,202319,6/10/2007,62,2007,6,
062 JUN 08 - JUN 14,Troll,Chinook,291088,6/8/2008,62,2008,6,
062 JUN 07 - JUN 13,Troll,Chinook,270799,6/7/2009,62,2009,6,
062 JUN 06 - JUN 12,Troll,Chinook,696289,6/6/2010,62,2010,6,
062 JUN 05 - JUN 11,Troll,Chinook,1055314,6/5/2011,62,2011,6,
062 JUN 09 - JUN 15,Gillnet,Chum,2151,6/9/1996,62,1996,6,
062 JUN 08 - JUN 14,Gillnet,Chum,91,6/8/1997,62,1997,6,
062 JUN 07 - JUN 13,Gillnet,Chum,57,6/7/1998,62,1998,6,
062 JUN 10 - JUN 16,Gillnet,Chum,2895,6/10/2001,62,2001,6,
062 JUN 09 - JUN 15,Gillnet,Chum,1208,6/9/2002,62,2002,6,
062 JUN 08 - JUN 14,Gillnet,Chum,2681,6/8/2003,62,2003,6,
062 JUN 06 - JUN 12,Gillnet,Chum,1270,6/6/2004,62,2004,6,
062 JUN 05 - JUN 11,Gillnet,Chum,98,6/5/2005,62,2005,6,
062 JUN 11 - JUN 17,Gillnet,Chum,569,6/11/2006,62,2006,6,
062 JUN 10 - JUN 16,Gillnet,Chum,315,6/10/2007,62,2007,6,
062 JUN 08 - JUN 14,Gillnet,Chum,66,6/8/2008,62,2008,6,
062 JUN 07 - JUN 13,Gillnet,Chum,50,6/7/2009,62,2009,6,
062 JUN 10 - JUN 16,Gillnet,Chum,95,6/10/2012,62,2012,6,
062 JUN 09 - JUN 15,Troll,Chum,28,6/9/2002,62,2002,6,
062 JUN 08 - JUN 14,Troll,Chum,19,6/8/2003,62,2003,6,
062 JUN 10 - JUN 16,Troll,Chum,197,6/10/2007,62,2007,6,
062 JUN 08 - JUN 14,Troll,Chum,43,6/8/2008,62,2008,6,
062 JUN 07 - JUN 13,Troll,Chum,348,6/7/2009,62,2009,6,
062 JUN 06 - JUN 12,Troll,Chum,25,6/6/2010,62,2010,6,
062 JUN 05 - JUN 11,Troll,Chum,207,6/5/2011,62,2011,6,
062 JUN 09 - JUN 15,Gillnet,Coho,913,6/9/1996,62,1996,6,
062 JUN 08 - JUN 14,Gillnet,Coho,7,6/8/1997,62,1997,6,
062 JUN 10 - JUN 16,Gillnet,Coho,46,6/10/2007,62,2007,6,
062 JUN 08 - JUN 14,Gillnet,Coho,10,6/8/2008,62,2008,6,
062 JUN 05 - JUN 11,Troll,Coho,8,6/5/2011,62,2011,6,
062 JUN 09 - JUN 15,Gillnet,Pink,14,6/9/1996,62,1996,6,
062 JUN 07 - JUN 13,Gillnet,Pink,65,6/7/1998,62,1998,6,
062 JUN 10 - JUN 16,Gillnet,Pink,1,6/10/2001,62,2001,6,
062 JUN 08 - JUN 14,Gillnet,Pink,85,6/8/2003,62,2003,6,
062 JUN 06 - JUN 12,Gillnet,Pink,7,6/6/2004,62,2004,6,
062 JUN 05 - JUN 11,Gillnet,Pink,23,6/5/2005,62,2005,6,
062 JUN 11 - JUN 17,Gillnet,Pink,228,6/11/2006,62,2006,6,
062 JUN 09 - JUN 15,Troll,Pink,53,6/9/2002,62,2002,6,
062 JUN 05 - JUN 11,Troll,Pink,78,6/5/2005,62,2005,6,
062 JUN 11 - JUN 17,Troll,Pink,16,6/11/2006,62,2006,6,
062 JUN 10 - JUN 16,Troll,Pink,18,6/10/2007,62,2007,6,
062 JUN 07 - JUN 13,Troll,Pink,14,6/7/2009,62,2009,6,
062 JUN 05 - JUN 11,Troll,Pink,62,6/5/2011,62,2011,6,
062 JUN 09 - JUN 15,Gillnet,Sockeye,36291,6/9/1996,62,1996,6,
062 JUN 08 - JUN 14,Gillnet,Sockeye,9621,6/8/1997,62,1997,6,
062 JUN 07 - JUN 13,Gillnet,Sockeye,7891,6/7/1998,62,1998,6,
062 JUN 06 - JUN 12,Gillnet,Sockeye,1604,6/6/1999,62,1999,6,
062 JUN 04 - JUN 10,Gillnet,Sockeye,698,6/4/2000,62,2000,6,
062 JUN 10 - JUN 16,Gillnet,Sockeye,48337,6/10/2001,62,2001,6,
062 JUN 09 - JUN 15,Gillnet,Sockeye,505734,6/9/2002,62,2002,6,
062 JUN 08 - JUN 14,Gillnet,Sockeye,333495,6/8/2003,62,2003,6,
062 JUN 06 - JUN 12,Gillnet,Sockeye,104009,6/6/2004,62,2004,6,
062 JUN 05 - JUN 11,Gillnet,Sockeye,12134,6/5/2005,62,2005,6,
062 JUN 11 - JUN 17,Gillnet,Sockeye,34163,6/11/2006,62,2006,6,
062 JUN 10 - JUN 16,Gillnet,Sockeye,27866,6/10/2007,62,2007,6,
062 JUN 08 - JUN 14,Gillnet,Sockeye,519,6/8/2008,62,2008,6,
062 JUN 07 - JUN 13,Gillnet,Sockeye,516,6/7/2009,62,2009,6,
062 JUN 06 - JUN 12,Gillnet,Sockeye,133,6/6/2010,62,2010,6,
062 JUN 05 - JUN 11,Gillnet,Sockeye,82,6/5/2011,62,2011,6,
062 JUN 10 - JUN 16,Gillnet,Sockeye,135612,6/10/2012,62,2012,6,
062 JUN 09 - JUN 15,Troll,Sockeye,42752,6/9/2002,62,2002,6,
063 JUN 16 - JUN 22,Gillnet,Chinook,180849,6/16/1996,63,1996,6,
063 JUN 15 - JUN 21,Gillnet,Chinook,99205,6/15/1997,63,1997,6,
063 JUN 14 - JUN 20,Gillnet,Chinook,58357,6/14/1998,63,1998,6,
063 JUN 13 - JUN 19,Gillnet,Chinook,24159,6/13/1999,63,1999,6,
063 JUN 11 - JUN 17,Gillnet,Chinook,86178,6/11/2000,63,2000,6,
063 JUN 17 - JUN 23,Gillnet,Chinook,240539,6/17/2001,63,2001,6,
063 JUN 16 - JUN 22,Gillnet,Chinook,139488,6/16/2002,63,2002,6,
063 JUN 15 - JUN 21,Gillnet,Chinook,176430,6/15/2003,63,2003,6,
063 JUN 13 - JUN 19,Gillnet,Chinook,45118,6/13/2004,63,2004,6,
063 JUN 12 - JUN 18,Gillnet,Chinook,79188,6/12/2005,63,2005,6,
063 JUN 18 - JUN 24,Gillnet,Chinook,395119,6/18/2006,63,2006,6,
063 JUN 17 - JUN 23,Gillnet,Chinook,361596,6/17/2007,63,2007,6,
063 JUN 15 - JUN 21,Gillnet,Chinook,89641,6/15/2008,63,2008,6,
063 JUN 14 - JUN 20,Gillnet,Chinook,166678,6/14/2009,63,2009,6,
063 JUN 13 - JUN 19,Gillnet,Chinook,47404,6/13/2010,63,2010,6,
063 JUN 12 - JUN 18,Gillnet,Chinook,37754,6/12/2011,63,2011,6,
063 JUN 17 - JUN 23,Gillnet,Chinook,94154,6/17/2012,63,2012,6,
063 JUN 17 - JUN 23,Troll,Chinook,425,6/17/2001,63,2001,6,
063 JUN 16 - JUN 22,Troll,Chinook,239193,6/16/2002,63,2002,6,
063 JUN 15 - JUN 21,Troll,Chinook,43084,6/15/2003,63,2003,6,
063 JUN 13 - JUN 19,Troll,Chinook,247426,6/13/2004,63,2004,6,
063 JUN 12 - JUN 18,Troll,Chinook,520672,6/12/2005,63,2005,6,
063 JUN 18 - JUN 24,Troll,Chinook,938022,6/18/2006,63,2006,6,
063 JUN 17 - JUN 23,Troll,Chinook,827290,6/17/2007,63,2007,6,
063 JUN 15 - JUN 21,Troll,Chinook,354495,6/15/2008,63,2008,6,
063 JUN 14 - JUN 20,Troll,Chinook,141514,6/14/2009,63,2009,6,
063 JUN 13 - JUN 19,Troll,Chinook,76217,6/13/2010,63,2010,6,
063 JUN 12 - JUN 18,Troll,Chinook,1317464,6/12/2011,63,2011,6,
063 JUN 17 - JUN 23,Troll,Chinook,18544,6/17/2012,63,2012,6,
063 JUN 16 - JUN 22,Gillnet,Chum,9157,6/16/1996,63,1996,6,
063 JUN 15 - JUN 21,Gillnet,Chum,844,6/15/1997,63,1997,6,
063 JUN 14 - JUN 20,Gillnet,Chum,2207,6/14/1998,63,1998,6,
063 JUN 13 - JUN 19,Gillnet,Chum,787,6/13/1999,63,1999,6,
063 JUN 11 - JUN 17,Gillnet,Chum,490,6/11/2000,63,2000,6,
063 JUN 17 - JUN 23,Gillnet,Chum,6249,6/17/2001,63,2001,6,
063 JUN 16 - JUN 22,Gillnet,Chum,3774,6/16/2002,63,2002,6,
063 JUN 15 - JUN 21,Gillnet,Chum,3750,6/15/2003,63,2003,6,
063 JUN 13 - JUN 19,Gillnet,Chum,2435,6/13/2004,63,2004,6,
063 JUN 12 - JUN 18,Gillnet,Chum,229,6/12/2005,63,2005,6,
063 JUN 18 - JUN 24,Gillnet,Chum,1860,6/18/2006,63,2006,6,
063 JUN 17 - JUN 23,Gillnet,Chum,2011,6/17/2007,63,2007,6,
063 JUN 14 - JUN 20,Gillnet,Chum,1111,6/14/2009,63,2009,6,
063 JUN 13 - JUN 19,Gillnet,Chum,243,6/13/2010,63,2010,6,
063 JUN 12 - JUN 18,Gillnet,Chum,20,6/12/2011,63,2011,6,
063 JUN 17 - JUN 23,Gillnet,Chum,549,6/17/2012,63,2012,6,
063 JUN 16 - JUN 22,Troll,Chum,114,6/16/2002,63,2002,6,
063 JUN 13 - JUN 19,Troll,Chum,14,6/13/2004,63,2004,6,
063 JUN 18 - JUN 24,Troll,Chum,235,6/18/2006,63,2006,6,
063 JUN 17 - JUN 23,Troll,Chum,2207,6/17/2007,63,2007,6,
063 JUN 15 - JUN 21,Troll,Chum,100,6/15/2008,63,2008,6,
063 JUN 14 - JUN 20,Troll,Chum,20,6/14/2009,63,2009,6,
063 JUN 12 - JUN 18,Troll,Chum,3,6/12/2011,63,2011,6,
063 JUN 16 - JUN 22,Gillnet,Coho,1632,6/16/1996,63,1996,6,
063 JUN 15 - JUN 21,Gillnet,Coho,91,6/15/1997,63,1997,6,
063 JUN 15 - JUN 21,Gillnet,Coho,32,6/15/2003,63,2003,6,
063 JUN 17 - JUN 23,Gillnet,Coho,3251,6/17/2007,63,2007,6,
063 JUN 13 - JUN 19,Troll,Coho,8,6/13/2004,63,2004,6,
063 JUN 17 - JUN 23,Troll,Coho,998,6/17/2007,63,2007,6,
063 JUN 16 - JUN 22,Gillnet,Pink,39,6/16/1996,63,1996,6,
063 JUN 15 - JUN 21,Gillnet,Pink,19,6/15/1997,63,1997,6,
063 JUN 14 - JUN 20,Gillnet,Pink,61,6/14/1998,63,1998,6,
063 JUN 11 - JUN 17,Gillnet,Pink,3,6/11/2000,63,2000,6,
063 JUN 17 - JUN 23,Gillnet,Pink,5,6/17/2001,63,2001,6,
063 JUN 16 - JUN 22,Gillnet,Pink,2,6/16/2002,63,2002,6,
063 JUN 15 - JUN 21,Gillnet,Pink,1,6/15/2003,63,2003,6,
063 JUN 13 - JUN 19,Gillnet,Pink,13,6/13/2004,63,2004,6,
063 JUN 12 - JUN 18,Gillnet,Pink,1,6/12/2005,63,2005,6,
063 JUN 18 - JUN 24,Gillnet,Pink,11,6/18/2006,63,2006,6,
063 JUN 17 - JUN 23,Gillnet,Pink,2,6/17/2007,63,2007,6,
063 JUN 14 - JUN 20,Gillnet,Pink,11,6/14/2009,63,2009,6,
063 JUN 13 - JUN 19,Gillnet,Pink,1,6/13/2010,63,2010,6,
063 JUN 16 - JUN 22,Troll,Pink,64,6/16/2002,63,2002,6,
063 JUN 15 - JUN 21,Troll,Pink,23,6/15/2003,63,2003,6,
063 JUN 13 - JUN 19,Troll,Pink,29,6/13/2004,63,2004,6,
063 JUN 18 - JUN 24,Troll,Pink,178,6/18/2006,63,2006,6,
063 JUN 17 - JUN 23,Troll,Pink,1339,6/17/2007,63,2007,6,
063 JUN 14 - JUN 20,Troll,Pink,349,6/14/2009,63,2009,6,
063 JUN 13 - JUN 19,Troll,Pink,15,6/13/2010,63,2010,6,
063 JUN 12 - JUN 18,Troll,Pink,349,6/12/2011,63,2011,6,
063 JUN 17 - JUN 23,Troll,Pink,199,6/17/2012,63,2012,6,
063 JUN 16 - JUN 22,Gillnet,Sockeye,185840,6/16/1996,63,1996,6,
063 JUN 15 - JUN 21,Gillnet,Sockeye,57700,6/15/1997,63,1997,6,
063 JUN 14 - JUN 20,Gillnet,Sockeye,92703,6/14/1998,63,1998,6,
063 JUN 13 - JUN 19,Gillnet,Sockeye,118233,6/13/1999,63,1999,6,
063 JUN 11 - JUN 17,Gillnet,Sockeye,41897,6/11/2000,63,2000,6,
063 JUN 17 - JUN 23,Gillnet,Sockeye,253382,6/17/2001,63,2001,6,
063 JUN 16 - JUN 22,Gillnet,Sockeye,623890,6/16/2002,63,2002,6,
063 JUN 15 - JUN 21,Gillnet,Sockeye,357085,6/15/2003,63,2003,6,
063 JUN 13 - JUN 19,Gillnet,Sockeye,243479,6/13/2004,63,2004,6,
063 JUN 12 - JUN 18,Gillnet,Sockeye,46097,6/12/2005,63,2005,6,
063 JUN 18 - JUN 24,Gillnet,Sockeye,90001,6/18/2006,63,2006,6,
063 JUN 17 - JUN 23,Gillnet,Sockeye,177837,6/17/2007,63,2007,6,
063 JUN 15 - JUN 21,Gillnet,Sockeye,22927,6/15/2008,63,2008,6,
063 JUN 14 - JUN 20,Gillnet,Sockeye,86811,6/14/2009,63,2009,6,
063 JUN 13 - JUN 19,Gillnet,Sockeye,79334,6/13/2010,63,2010,6,
063 JUN 12 - JUN 18,Gillnet,Sockeye,138070,6/12/2011,63,2011,6,
063 JUN 17 - JUN 23,Gillnet,Sockeye,543526,6/17/2012,63,2012,6,
063 JUN 17 - JUN 23,Seine,Sockeye,14975,6/17/2001,63,2001,6,
063 JUN 16 - JUN 22,Seine,Sockeye,34725,6/16/2002,63,2002,6,
063 JUN 15 - JUN 21,Seine,Sockeye,1723,6/15/2003,63,2003,6,
063 JUN 13 - JUN 19,Seine,Sockeye,51658,6/13/2004,63,2004,6,
063 JUN 17 - JUN 23,Troll,Sockeye,94029,6/17/2001,63,2001,6,
063 JUN 16 - JUN 22,Troll,Sockeye,49394,6/16/2002,63,2002,6,
063 JUN 17 - JUN 23,Troll,Sockeye,47,6/17/2007,63,2007,6,
063 JUN 16 - JUN 22,Gillnet,Steelhead,4,6/16/1996,63,1996,6,
063 JUN 15 - JUN 21,Gillnet,Steelhead,30,6/15/1997,63,1997,6,
063 JUN 14 - JUN 20,Gillnet,Steelhead,5,6/14/1998,63,1998,6,
063 JUN 18 - JUN 24,Gillnet,Steelhead,16,6/18/2006,63,2006,6,
064 JUN 23 - JUN 29,Gillnet,Chinook,173254,6/23/1996,64,1996,6,
064 JUN 22 - JUN 28,Gillnet,Chinook,145202,6/22/1997,64,1997,6,
064 JUN 21 - JUN 27,Gillnet,Chinook,71673,6/21/1998,64,1998,6,
064 JUN 20 - JUN 26,Gillnet,Chinook,194292,6/20/1999,64,1999,6,
064 JUN 18 - JUN 24,Gillnet,Chinook,213083,6/18/2000,64,2000,6,
064 JUN 24 - JUN 30,Gillnet,Chinook,341839,6/24/2001,64,2001,6,
064 JUN 23 - JUN 29,Gillnet,Chinook,71905,6/23/2002,64,2002,6,
064 JUN 22 - JUN 28,Gillnet,Chinook,117067,6/22/2003,64,2003,6,
064 JUN 20 - JUN 26,Gillnet,Chinook,143989,6/20/2004,64,2004,6,
064 JUN 19 - JUN 25,Gillnet,Chinook,67725,6/19/2005,64,2005,6,
064 JUN 25 - JUL 01,Gillnet,Chinook,405875,6/25/2006,64,2006,6,
